DATE,DOWNLOADS,Rating Count,Content rating,Ad Supported,Last Updated,Size,Minimum Android
2020-11-02,168643,8576,EVERYONE,TRUE,2020-10-30,37.1,4.2
2020-11-03,160339,8751,EVERYONE,TRUE,2020-10-30,37.1,4.2
2020-11-04,168668,9180,EVERYONE,TRUE,2020-10-30,37.1,4.2
2020-11-05,155683,3638,EVERYONE,TRUE,2020-10-30,37.1,4.2
2020-11-06,159893,4027,EVERYONE,TRUE,2020-10-30,37.1,4.2
2020-11-07,169082,4265,EVERYONE,TRUE,2020-11-06,37.6,4.2
2020-11-08,168445,6209,EVERYONE,TRUE,2020-11-06,37.6,4.2
2020-11-09,159513,3978,EVERYONE,TRUE,2020-11-06,37.6,4.2
2020-11-10,158240,3670,EVERYONE,TRUE,2020-11-06,37.6,4.2
2020-11-11,171057,3987,EVERYONE,TRUE,2020-11-06,37.6,4.2
2020-11-12,158167,7321,EVERYONE,TRUE,2020-11-06,37.6,4.2
2020-11-13,165364,5977,EVERYONE,TRUE,2020-11-06,37.6,4.2
2020-11-14,166679,5866,EVERYONE,TRUE,2020-11-06,37.6,4.2
2020-11-15,159866,4270,EVERYONE,TRUE,2020-11-06,37.6,4.2
2020-11-16,163222,3680,EVERYONE,TRUE,2020-11-06,37.6,4.2
2020-11-17,157719,6702,EVERYONE,TRUE,2020-11-06,37.6,4.2
2020-11-18,159663,3469,EVERYONE,TRUE,2020-11-06,37.6,4.2
2020-11-19,165717,2749,EVERYONE,TRUE,2020-11-06,37.6,4.2
